,chance_reproduceSapling,chance_reproduceYoungScrub,chance_regrowGrass,chance_saplingBecomingTree,chance_youngScrubMatures,chance_scrubOutcompetedByTree,chance_grassOutcompetedByTree,chance_grassOutcompetedByScrub,chance_saplingOutcompetedByTree,chance_saplingOutcompetedByScrub,chance_youngScrubOutcompetedByScrub,chance_youngScrubOutcompetedByTree,initial_roeDeer,initial_grassland,initial_woodland,initial_scrubland,roeDeer_reproduce,roeDeer_gain_from_grass,roeDeer_gain_from_Trees,roeDeer_gain_from_Scrub,roeDeer_gain_from_Saplings,roeDeer_gain_from_YoungScrub,ponies_gain_from_grass,ponies_gain_from_Trees,ponies_gain_from_Scrub,ponies_gain_from_Saplings,ponies_gain_from_YoungScrub,cows_reproduce,cows_gain_from_grass,cows_gain_from_Trees,cows_gain_from_Scrub,cows_gain_from_Saplings,cows_gain_from_YoungScrub,fallowDeer_reproduce,fallowDeer_gain_from_grass,fallowDeer_gain_from_Trees,fallowDeer_gain_from_Scrub,fallowDeer_gain_from_Saplings,fallowDeer_gain_from_YoungScrub,redDeer_reproduce,redDeer_gain_from_grass,redDeer_gain_from_Trees,redDeer_gain_from_Scrub,redDeer_gain_from_Saplings,redDeer_gain_from_YoungScrub,pigs_reproduce,pigs_gain_from_grass,pigs_gain_from_Trees,pigs_gain_from_Scrub,pigs_gain_from_Saplings,pigs_gain_from_YoungScrub,run_number
0,0.0037164585992576042,0.003247295281451902,0.013993469855872279,0.002350248633491744,0.008735008650055137,0.0020141264686340007,0.09524341451454738,0.09272180598341209,0.08200861695213568,0.016903205653097532,0.07721299643593565,0.07767619422212987,0.12,0.8,0.14,0.01,0.1785882482613921,0.9308676721277352,0.9192865336586116,0.9121176840245627,0.11714451166320608,0.1156948724653744,0.9111743588267632,0.8937167900745036,0.878074780439186,0.1084582434930182,0.06693829247594273,0.18476367259404441,0.8927302014400597,0.8971367064302761,0.8797197715626698,0.0915134272843417,0.08434337620235158,0.3157199827627301,0.9294107750927983,0.8936044513631394,0.9000671037509635,0.11675417780576476,0.10712686301785078,0.3667970391301048,0.9260602989396829,0.9113127205942814,0.9027264053388083,0.11849415258735786,0.08227009627534916,0.17119483376333108,0.8835012295177017,0.8973050862635955,0.9010809166737559,0.10706125617044386,0.11060186579271937,1
3,0.003743063597497759,0.003237690512544269,0.013855322581047248,0.0023120093981726627,0.00860489165084455,0.001996574923983325,0.09390003906267916,0.09392774421998837,0.08115774046548441,0.017007711576789052,0.07864553825419462,0.0782066730265695,0.12,0.8,0.14,0.01,0.1800835034932689,0.9380636512995716,0.9082530303302525,0.9109917893527432,0.1162825350826359,0.1154577318887261,0.907596845707315,0.8981689374296671,0.8855332374832975,0.10869891409880234,0.06644359838583884,0.1858994616055595,0.8978072811181739,0.8977180987425045,0.8907033018033784,0.09131092277561981,0.08454450282368722,0.3136015105059916,0.9301578789267375,0.8891435082995017,0.8999128828293221,0.11693521214700377,0.107652807225346,0.3605555009814245,0.9383099937854152,0.9142542101393943,0.8930418907436953,0.11832045316432269,0.08133278460847823,0.17148762909686227,0.8821307777747844,0.8984426095588371,0.9031193468549535,0.10544311237419968,0.10939248943590775,4
4,0.0037025197393356704,0.003259688278020594,0.014107176043575302,0.002350620175402638,0.008700445285725873,0.001977356113990524,0.09480156433600721,0.09412177918471556,0.08098742483801097,0.01694370192779417,0.07795903856778198,0.07851759573287426,0.12,0.8,0.14,0.01,0.17902001361150857,0.9300036830211167,0.9113391448953885,0.919745111322136,0.11656273017968061,0.11522809996393026,0.8952071832324497,0.8960262532196049,0.8831791959276117,0.10730873761487171,0.0664931794603187,0.18762364043888854,0.9035928080496156,0.9062403290304316,0.8794292530013573,0.0915106744556026,0.08410182752446045,0.312472385013242,0.9157424780897935,0.8902957976948745,0.8922882937809592,0.11626336331687152,0.10827666196373872,0.364430325728922,0.9276022476480273,0.898674717823944,0.9010541705292886,0.11724292737937142,0.08168522690694725,0.17281813020983589,0.8709396621048033,0.9065043612330124,0.9072797673071419,0.10683602061998519,0.11003473306564587,5
